id, long, lat
E19100010850, -117.0612038, 32.7620319
E19010007769, -117.1528753, 32.8345304
E19010030429, -117.1404895, 33.0168699
E19090041822, -117.1424428, 32.7118503
E19010029325, -117.0998242, 32.7496365
E19090040617, -117.1494905, 32.7147274
E19040049689, -117.0273112, 32.8044632
E19090050976, -117.2123081, 32.7551821
E19040001604, -117.238712, 32.774986
E19010023567, -117.1277974, 32.9562787
E19100023375, -117.1081184, 32.6897898
E19060021367, -117.167079, 32.7803498
E19050023140, -117.0948556, 32.580624
E19070024705, -117.0448252, 32.5476763
E19050003292, -117.076949, 32.7521823
E19070016214, -117.1647676, 32.7219687
E19110031444, -117.1693992, 32.7241554
E19060014310, -117.1592636, 32.7157607
E19040038459, -117.1546581, 32.7115392
E19010011537, -117.1274467, 32.7137851
E19040044843, -117.2091216, 32.8642479
E19030011920, -117.1424175, 32.706321
E19040022518, -117.1443993, 32.8218249
E19090019656, -116.9911448, 32.5682417
E19040044993, -117.1146097, 32.6980529
E19060016372, -117.1205904, 32.9150435
E19040043060, -117.2510628, 32.7468659
E19070028684, -117.0621619, 32.7605944
E19020015378, -117.2496285, 32.7485718
E19060004053, -117.1080798, 32.6887441
E19050034665, -117.1105248, 32.7498314
E19050013058, -116.9407611, 32.5675122
E19080014397, -117.1629174, 32.7169272
E19110048964, -117.0610096, 32.7652663
E19030011057, -117.1630572, 32.7324321
E19040021238, -117.0239348, 32.7985813
E19040021347, -117.1565791, 32.7199309
E19110009739, -117.1777058, 32.751776
E19040037016, -117.1095646, 32.7609904
E19030030416, -117.1639106, 32.7499659
E19110001796, -117.1681432, 32.82686460000001
E19020028632, -117.2286027, 32.74051860000001
E19010019418, -117.0549192, 32.7546295
E19030046619, -117.1503533, 32.7083626
E19090021701, -117.0839436, 32.7491948
E19010034631, -117.0582838, 32.7382064
E19040043712, -117.158168, 32.7707538
E19070021492, -117.1701881, 32.7693892
E19070008597, -117.066729, 32.5659757
E19050042565, -117.15379, 32.70964
E19080024880, -117.2165652, 32.8666136
E19120024564, -117.0520567, 32.5607757
E19070024928, -117.1639162, 32.7499659
E19010032913, -117.0429026, 32.7033694
E19020035116, -117.149445, 32.7062813
E19030050775, -117.0614477, 32.5819054
E19070052351, -117.1145742, 32.714595
E19120018786, -117.156075, 32.713837
E19110018753, -117.171994, 32.7300592
E19110013494, -117.1503498, 32.7057215
E19070011115, -117.1423879, 32.7051894
E19040005207, -117.1114739, 32.7552776
E19100043290, -117.2419118, 32.7904229
E19010045748, -117.1152228, 32.7571749
E19040042082, -117.2779635, 32.8316952
E19100043653, -117.0858689, 32.7037949
E19110020616, -117.1442072, 32.770943
E19090023154, -117.1601885, 32.719898
E19030042395, -117.1320518, 32.71058
E19070048191, -117.0893816, 32.7468278
E19100053600, -117.2512609, 32.7343733
E19060006399, -117.2175239, 32.7265495
E19070055962, -117.2029145, 32.8079271
E19080041498, -117.1287892, 32.80584109999999
E19070028773, -117.2483349, 32.822101
E19050046803, -117.126491, 32.7541073
E19100018718, -117.0501746, 32.7534913
E19070016297, -117.0291485, 32.6959319
E19080001571, -117.1494437, 32.7073251
E19050018944, -117.0534412, 32.7697318
E19050027340, -117.1349132, 32.790782
E19110007084, -117.1488176, 32.707333
E19020018989, -117.1402135, 32.7063407
E19060024365, -117.1546358, 32.7062812
E19100051955, -117.0941725, 32.7828943
E19040029238, -117.1384082, 32.8210846
E19080038349, -117.1583824, 32.7451606
E19050006087, -117.1014911, 32.584064
E19040023954, -117.2447029, 32.7480819
E19090013972, -117.162274, 32.7233309
E19010014076, -117.1307113, 32.7475918
E19120028346, -117.1361437, 32.7117812
E19110030546, -117.1158936, 32.7428151
E19020011313, -117.211421, 32.7396004
E19090020952, -117.123258, 32.8942719
E19110044030, -117.0589302, 32.5852766
E19090034224, -117.2329228, 32.7237861
E19110012522, -117.156719, 32.7179461
E19040048754, -117.1611718, 32.7136932
E19090053697, -117.1045182, 32.7096627
E19080034415, -117.2497148, 32.7949359
E19040004116, -117.1610627, 32.7125789
E19050045982, -117.15328, 32.7669328
E19060019447, -117.0599086, 33.0377626
E19020033329, -117.2382586, 32.8045432
E19060041045, -117.2048975, 32.9467814
E19050003026, -117.1462812, 32.7413254
E19050027648, -117.0571529, 32.77091070000001
E19090033488, -117.0126523, 32.7952297
E19030038663, -117.2553265, 32.8269035
E19120027195, -117.2510628, 32.7468659
E19010032309, -117.1613886, 32.7518922
E19010005770, -117.2206969, 32.7440273
E19070039257, -117.1168399, 32.7553033
E19060028514, -117.206021, 32.7548251
E19020003660, -117.151728, 32.7159732
E19100023771, -117.1536226, 32.7116703
E19110007086, -117.1619787, 32.7157488
E19080032384, -117.1402802, 32.715825
E19040049865, -117.1608987, 32.7499828
E19080045610, -117.1536091, 32.7613514
E19110034398, -117.1259229, 32.7554226
E19050041616, -117.2529672, 32.801099
E19120048759, -117.1410485, 32.70193990000001
E19040047225, -117.1182945, 32.7001423
